Description,UPC,Promo_Price,Retail_Price,Manufacturer,Category,Count,Multiplier,Retailer,Predicted_List_Price
Sambucol Black Elderberry Immune Support Infant Drops with Vitamin C,896116000000.0,8.99,17.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,0.68,12.2332,Walgreens,8.659780000000007
Sambucol Black Elderberry Immune Support Infant Drops with Vitamin C,896116000000.0,8.99,17.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,0.68,12.2332,Walgreens,8.659780000000007
"Sambucol Black Elderberry Kids Gummies, 30 CT",896116000000.0,,14.79,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,30.0,443.7,CVS,7.921297500000003
Sambucol Black Elderberry Kids Immune Support Gummies with Vitamin C and Zinc,896116000000.0,8.99,17.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,30.0,539.7,Walgreens,8.538150000000007
Sambucol Black Elderberry Kids Immune Support Gummies with Vitamin C and Zinc,896116000000.0,8.99,17.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,30.0,539.7,Walgreens,8.538150000000007
Sambucol Black Elderberry Homeopathic Cold & Flu Relief Elderberry,896116000000.0,,15.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,30.0,479.7,Walgreens,8.469746482683986
Sambucol Black Elderberry Homeopathic Cold & Flu Relief Tablets,896116000000.0,,31.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,60.0,1919.4,Walgreens,18.71524999999999
"Sambucol Black Elderberry Effervescent Tablets, 15 CT",896116000000.0,,12.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,15.0,194.85,CVS,7.016952380952381
Sambucol Black Elderberry Advanced Immune Support Syrup with Vitamin C and Zinc,896116000000.0,,17.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4.0,71.96,Walgreens,10.02266117647059
Sambucol Black Elderberry Immune Support Gummies,896116000000.0,,14.79,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,30.0,443.7,CVS,7.921297500000003
"Sambucol Black Elderberry Throat Lozenges with Vitamin C, Zinc and Honey Elderberry",896116000000.0,4.99,8.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,20.0,179.8,Walgreens,5.634000000000001
Sambucol Black Elderberry Kids Immune Support Syrup Berry,896116000000.0,8.99,17.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4.0,71.96,Walgreens,8.653980000000006
"Jakemans Throat & Chest Lozenges Bag, 30CT",895164000000.0,,3.99,BT REMEDIES,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,30.0,119.7,CVS,2.3153799999999993
"Jakemans Throat & Chest Lozenges Box, 24CT, Cherry",895164000000.0,,4.99,BT REMEDIES,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,24.0,119.76,CVS,2.9305800000000004
"Jakemans Throat & Chest Lozenges Box, 24CT",895164000000.0,,4.99,BT REMEDIES,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,24.0,119.76,CVS,2.9305800000000004
"Prevagen Improves Memory Chewables, Mixed Berry Flavor, 30 CT",894047000000.0,,42.99,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,1289.7,CVS,27.736699999999992
Prevagen Improves Memory Extra Strength 20mg,894047000000.0,,60.49,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,1814.7,CVS,35.1068
Prevagen Extra Strength Capsules,894047000000.0,,59.99,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,1799.7,Walgreens,34.82790000000001
"Prevagen Brain Health Regular Strength Capsules, 60 CT",894047000000.0,,74.99,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,4499.4,CVS,41.36554999999999
Prevagen Regular Strength Capsules,894047000000.0,,74.99,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,4499.4,Walgreens,41.36554999999999
Prevagen Regular Strength 10mg -30ct,894047000000.0,,42.99,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,1289.7,CVS,27.736699999999992
Prevagen Extra Strength Chewable Tablet Mixed Berry,894047000000.0,,59.99,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,1799.7,Walgreens,34.82790000000001
Good Clean Love Almost Naked Personal Lubricant,893268000000.0,,15.99,GOOD CLN LOV,SEXUAL WELLNESS,4.0,63.96,Walgreens,9.180816666666667
Good Clean Love Personal Lubricant,893268000000.0,,14.99,GOOD CLN LOV,SEXUAL WELLNESS,3.0,44.97,Walgreens,7.066599999999995
"Theraworx Muscle Cramps Relief Spray, 7.1 OZ",893198000000.0,,24.49,AVADIM TECHN,PAIN - ANALGESIC (EXTERNAL),7.1,173.879,CVS,12.349700000000002
Theraworx Muscle Spasm and Leg Cramp Relief Spray,893198000000.0,,19.99,AVADIM TECHN,PAIN - ANALGESIC (EXTERNAL),7.1,141.929,Walgreens,11.498697222222228
"Theraworx Muscle Cramps Relief Foam, 7.1 OZ",893198000000.0,,24.49,AVADIM TECHN,PAIN - ANALGESIC (EXTERNAL),7.1,173.879,CVS,12.349700000000002
Theraworx Muscle Cramp And Spasm Relief Foam,893198000000.0,,19.99,AVADIM TECHN,PAIN - ANALGESIC (EXTERNAL),7.1,141.929,Walgreens,11.498697222222228
Theraworx Muscle Cramp And Spasm Relief Foam,893198000000.0,,19.99,AVADIM TECHN,PAIN - ANALGESIC (EXTERNAL),7.1,141.929,Walgreens,11.498697222222228
"eos 100% Natural & Organic Lip Balm Sphere - Strawberry Sorbet, 0.25 OZ",892992000000.0,,4.79,EOS PRODUCTS,LIP PREPARATIONS,0.25,1.1975,CVS,2.453255555555559
eos Natural & Organic Lip Balm Mint,892992000000.0,,3.99,EOS PRODUCTS,LIP PREPARATIONS,1.0,3.99,Walgreens,2.2350933333333343
eos Natural & Organic Lip Balm Vanilla,892992000000.0,,3.99,EOS PRODUCTS,LIP PREPARATIONS,0.14,0.5586,Walgreens,2.2384504761904775
"eos 100% Natural & Organic Lip Balm Sphere - Sweet Mint, 0.25 OZ",892992000000.0,,4.79,EOS PRODUCTS,LIP PREPARATIONS,0.25,1.1975,CVS,2.453255555555559
"eos Shea Better 24H Moisture Shave Cream, Vanilla Bliss, 7 OZ",892992000000.0,,5.29,EOS PRODUCTS,SHAVE - CREAMS,7.0,37.03,CVS,3.2851830663615584
"EyeScience Macular Health Formula Advanced Ocular Vitamin Capsules, 60 CT",892828000000.0,,38.49,BASIC BRANDS,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,2309.4,CVS,18.597250000000006
"Clinere Earwax Cleaners, 10 CT",891531000000.0,,9.99,QUEST PROD,EAR CARE PRODUCTS,10.0,99.9,CVS,5.804292380952387
Pink Silicone Personal Lubricant Unscented,891306000000.0,,18.99,SUNBEAM,SEXUAL WELLNESS,4.7,89.253,Walgreens,12.963857142857144
Gun Oil Silicone Lubricant,891306000000.0,,11.99,BEIERSDRF-JB,SEXUAL WELLNESS,2.0,23.98,Walgreens,7.842145238095245
"Bio-Oil Skincare Oil For Scars And Stretch Marks, Serum",891038000000.0,,29.99,KAO BRANDS,SKIN CARE - HAND & BODY,6.7,200.933,Walgreens,16.617575
"Bio-Oil Skincare Oil For Scars And Stretch Marks, Serum",891038000000.0,,22.99,KAO BRANDS,SKIN CARE - HAND & BODY,4.2,96.558,Walgreens,11.063133333333335
"Bio-Oil Skincare Oil For Scars And Stretch Marks, Serum",891038000000.0,,12.99,KAO BRANDS,SKIN CARE - HAND & BODY,2.0,25.98,Walgreens,8.07370595238094
"Bio-Oil Skincare Oil For Scars And Stretch Marks, Serum",891038000000.0,,12.99,KAO BRANDS,SKIN CARE - HAND & BODY,2.0,25.98,Walgreens,8.07370595238094
Nopalina Flax Seed Plus Dietary Supplement Powder,890523000000.0,,14.99,DURO-MED,WT CTL/NUTRITION - CANDY TABLETS,16.0,239.84,Walgreens,10.7195
"Crest 3D Whitestrips Dental Whitening Kit, 1 Hour Express, 10 Treatments",889714000000.0,,55.49,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,10.0,554.9,CVS,36.3238285714286
"Crest 3D White Daily Whitening Serum, Fresh Mint, 0.88 OZ",889714000000.0,,35.49,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,1.0,35.49,CVS,21.883866666666666
"Crest 3D Whitestrips Dental Whitening Kit, Supreme Bright, 21 Treatments",889714000000.0,,79.99,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,21.0,1679.79,CVS,40.23694999999998
"Crest 3D Whitestrips Dental Whitening Kit, Glamorous White, 14 Treatments",889714000000.0,,43.29,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,14.0,606.06,CVS,30.028099999999974
Crest 3D Whitestrips Glamorous White Teeth Whitening Kit,889714000000.0,,39.99,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,1.0,39.99,Walgreens,22.54635555555556
"Lipo-Flavonoid Proactive Daily Ear Health Supplement Caplets, 30 CT",889477000000.0,20.99,30.99,BRIDGES CONS,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,929.7,CVS,18.618849999999966
"Lipo-Flavonoid Advanced Hearing Support Caplets for Hearing Decline, 30 CT",889477000000.0,20.99,30.99,BRIDGES CONS,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,929.7,CVS,18.618849999999966
Albolene Moisturizing Cleanser -Makeup Remover-Facial and Moisturizer Fragrance Free,889476000000.0,,13.49,BRIDGES CONS,SKIN CARE - FACIAL,12.0,161.88,Walgreens,7.98775277777778
CharcoCaps Anti-Gas Capsules,889411000000.0,,23.49,DSE HEALTHCR,DIGESTIVE - LOWER GI,100.0,2349.0,CVS,12.00970000000001
CharcoCaps Activated Charcoal Detox & Digestive Relief,889411000000.0,,22.99,DSE HEALTHCR,DIGESTIVE - LOWER GI,100.0,2299.0,Walgreens,11.781200000000014
Celsius On-the-Go Powder Stick Packets Dragon Fruit Lime,889392000000.0,,13.99,LOREAL,WT CTL/NUTRITION - LIQ/POWDER,14.0,195.86,Walgreens,7.68813194805195
Celsius On-the-Go Powder Stick Packets Kiwi Guava Lime,889392000000.0,,13.99,BAYER INC,WT CTL/NUTRITION - LIQ/POWDER,14.0,195.86,Walgreens,7.208638901098893
Celsius Fitness Drink Sparkling Orange,889392000000.0,,7.99,PHARMAVITE,WT CTL/NUTRITION - LIQ/POWDER,4.0,31.96,Walgreens,4.784265873015876
"Dr. Scholl's Men's Comfort and Energy Extra Support Insoles, Size 8-14",888854000000.0,,23.79,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,23.79,CVS,11.502099999999993
"Dr. Scholl's Liquid Plantar War Remover, 1.3OZ",888853000000.0,,12.99,SCHOLLS WLNS,FOOT CARE PRODUCTS,0.33,4.2867,CVS,6.359813452380951
"Dr. Scholl's Prevent Pain Lower Body Protective Insoles, Women's 6-10, 1 Pair",888853000000.0,,22.99,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,22.99,CVS,11.330899999999994
"Dr. Scholl's Prevent Pain Lower Body Protective Insoles, Men's 8-14, 1 Pair",888853000000.0,,22.99,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,22.99,CVS,11.330899999999994
"Dr. Scholl's Plantar Wart Remover Hydrogel Bandage, 12 CT",888853000000.0,,12.79,SCHOLLS WLNS,FIRST AID - TREATMENTS,12.0,153.48,CVS,6.443454285714287
"Dr. Scholl's Revitalize Recovery Insoles, Women's 6-10, 1 Pair",888853000000.0,,22.99,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,22.99,CVS,11.330899999999994
"Dr. Scholl's Instant Cool Athlete's Foot Treatment Spray, 5.3 OZ",888853000000.0,,11.49,SCHOLLS WLNS,FOOT CARE PRODUCTS,5.3,60.897,CVS,5.9549860714285705
"Dr. Scholl's Instant Cool Athlete's Foot Treatment Wipes, 60 CT",888853000000.0,,19.79,SCHOLLS WLNS,FOOT CARE PRODUCTS,60.0,1187.4,CVS,10.079199999999997
Dr. Scholl's Moleskin Padding Roll,888853000000.0,,7.49,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,7.49,CVS,4.196426190476188
"Dr. Scholl's Dry, Cracked Foot Repair Ultra-Hydrating Foot Cream 3.5 oz",888853000000.0,,9.29,SCHOLLS WLNS,FOOT CARE PRODUCTS,3.5,32.515,CVS,4.706945833333337
"Dr. Scholl's Odor X Probiotic Foot Spray, 4 OZ",888853000000.0,,10.99,SCHOLLS WLNS,FOOT CARE PRODUCTS,4.0,43.96,CVS,5.80767083333333
Quest Nutrition Protein Bar Chocolate Peanut Butter,888849000000.0,,3.49,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,1.0,3.49,Walgreens,1.9494438095238096
Quest Nutrition Protein Bar Double Chocolate Chunk,888849000000.0,,3.49,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,1.0,3.49,Walgreens,1.9494438095238096
Quest Nutrition Protein Bar Chocolate Chip Cookie Dough,888849000000.0,,3.49,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,2.12,7.3988,Walgreens,1.9272866666666664
QuestBar Protein Bar Cookies & Cream,888849000000.0,,3.49,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,2.12,7.3988,Walgreens,1.9272866666666664
CURAD knee support with side stabilizers,888278000000.0,,28.99,MEDLINE IND,FIRST AID - ACCESSORIES,1.0,28.99,CVS,14.230550000000001
CURAD Back Support with Low-friction pulley,888278000000.0,,44.99,MEDLINE IND,FIRST AID - ACCESSORIES,1.0,44.99,CVS,24.146178571428564
"Medline Offset Handle Fashion Cane, Purple Design",888277000000.0,,29.99,UNIV NUTR,HOME HEALTH CARE,1.0,29.99,CVS,18.79405111111111
"Medline Offset Handle Fashion Cane, Houndstooth",888277000000.0,,29.99,UNIV NUTR,HOME HEALTH CARE,1.0,29.99,CVS,18.79405111111111
"Medline Offset Handle Fashion Cane, Baroque",888277000000.0,,29.99,UNIV NUTR,HOME HEALTH CARE,1.0,29.99,CVS,18.79405111111111
CURAD + Back Support w/ Low-friction pulley,888277000000.0,,44.99,MEDLINE IND,HOME HEALTH CARE,1.0,44.99,CVS,22.877078571428555
eReader Rocket Reading Glasses +2.50 Black,887661000000.0,26.99,26.99,P&G-FAMILY,EYE CARE PRODUCTS,1.0,26.99,Walgreens,15.29780000000003
eReader Rocket Reading Glasses +2.00 Black,887661000000.0,26.99,26.99,FIRST YEARS,EYE CARE PRODUCTS,1.0,26.99,Walgreens,15.406400000000025
"Foster Grant T23 Titanium Reading Glasses Gun Metal, Gun Metal",887661000000.0,26.99,26.99,INVACARE,EYE CARE PRODUCTS,1.0,26.99,Walgreens,17.247000000000025
Mind Reader High Density Round Foam Roller Blue,887530000000.0,,27.99,OMRON,HOME HEALTH CARE,1.0,27.99,Walgreens,15.400095833333335
"Benefiber Advanced Digestive Health Prebiotic Fiber Supplement Powder with Probiotics, 15 CT",886791000000.0,,18.49,HALEON,DIGESTIVE - LOWER GI,15.0,277.35,CVS,12.09789999999999
Benefiber Chewable Prebiotic Fiber Chewable Tablets,886791000000.0,,19.79,HALEON,DIGESTIVE - LOWER GI,100.0,1979.0,CVS,11.228200000000006
Benefiber Prebiotic Fiber Gummies for Digestive Health,886790000000.0,,22.99,HALEON,DIGESTIVE - LOWER GI,81.0,1862.19,CVS,14.2259
"Benefiber Fiber Supplement Powder Unflavored, 125 dose",886790000000.0,,33.99,HALEON,DIGESTIVE - LOWER GI,17.6,598.224,Walgreens,20.88791666666667
"Benefiber Fiber Supplement Powder Unflavored, 62 dose",886790000000.0,,19.99,HALEON,DIGESTIVE - LOWER GI,8.7,173.913,Walgreens,11.492000000000008
"Benefiber Daily Prebiotic Dietary Fiber Supplement Powder, Unflavored",886790000000.0,,14.79,HALEON,DIGESTIVE - LOWER GI,38.0,562.02,CVS,8.4142125
"Slow Fe Slow Release Iron Supplement, 60 CT",886790000000.0,,20.79,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1247.4,CVS,11.916250000000007
Slow Fe Iron Supplement For Iron Deficiency,886790000000.0,,18.99,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1139.4,Walgreens,11.047932142857146
"Emergen-C Elderberry Gummies Immune Support, 36 CT",885899000000.0,,15.49,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",36.0,557.64,CVS,10.22959999999998
Emergen-C Elderberry Immune Support Gummies,885899000000.0,,18.99,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",36.0,683.64,Walgreens,10.81445714285714
"Emergen-C Immune+ Triple Action Immune Support Powder, 18 CT",885898000000.0,,20.49,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",18.0,368.82,CVS,11.588455555555562
"Emergen-C Immune+ Triple Action Immune Support Gummies, 36 CT",885898000000.0,,20.49,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",36.0,737.64,CVS,11.843400000000006
Emergen-C Immune+ Triple Action Powder Elderberry,885898000000.0,,19.99,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",18.0,359.82,Walgreens,11.820105555555559
"Emergen-C Kidz Immune+ Gummy Excellent Elderberry, 44 CT",885898000000.0,,19.79,HALEON,VITAMINS,44.0,870.76,CVS,11.084299999999992
"Emergen-C Kidz Immune+ Immune Support  Dietary Supplements, 44 CT",885898000000.0,,19.79,HALEON,VITAMINS,44.0,870.76,CVS,11.084299999999992
"Emergen-C Immune+ Triple Action Immune Support Gummies, 45 CT",885898000000.0,,20.49,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",45.0,922.05,CVS,11.768500000000008
Emergen-C With Vitamin D Dietary Supplement Super Orange,885898000000.0,,19.99,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",45.0,899.55,Walgreens,11.599900000000007
"Emergen-C Immune+ with Vitamin D Chewable Tablets, 14 CT",885898000000.0,,8.29,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",14.0,116.06,CVS,4.633983333333335
"Emergen-C Immune+ 1000mg Vitamin C Powder, 30 CT",885898000000.0,,20.49,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,614.7,CVS,11.65300000000001
"NUK Fun Grips Hard Spout Sippy Cup, 10 OZ",885132000000.0,,4.29,NUK USA,BABY PRODUCTS,1.0,4.29,CVS,2.341856428571428
CURAD Foam Stirrup Ankle Splints with Memory foam,884389000000.0,,29.99,MEDLINE IND,HOME HEALTH CARE,1.0,29.99,CVS,15.350510277777776
CURAD + Back Support with Dual-Pulley System,884389000000.0,,29.99,MEDLINE IND,HOME HEALTH CARE,1.0,29.99,CVS,15.350510277777776
Medline Bed Assist Bar,884389000000.0,,51.99,MEDLINE IND,HOME HEALTH CARE,1.0,51.99,CVS,25.948790476190474
CURAD Tennis Elbow Compression Support Strap + Universal size,884389000000.0,,9.99,MEDLINE IND,HOME HEALTH CARE,1.0,9.99,CVS,5.135806309523814
iSatori Energize Energy Pills,883488000000.0,,14.99,HYGENIC CORP,WT CTL/NUTRITION - LIQ/POWDER,28.0,419.72,Walgreens,9.06242583333334
Pert Plus Classic Clean 2 in 1 Shampoo & Conditioner,883485000000.0,,4.99,HRB BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,25.4,126.746,Walgreens,3.4337866666666654
La Roche-Posay Effaclar Clarifying Solution with Salicylic Acid Acne Toner,883140000000.0,,16.99,LA ROCHE-POS,SKIN CARE - ACNE,6.76,114.8524,Walgreens,10.3318145813809
"La Roche-Posay Effaclar Medicated Gel Face Cleanser, 6.76 OZ",883140000000.0,12.74,16.99,LA ROCHE-POS,SKIN CARE - ACNE,6.76,114.8524,CVS,11.302266666666679
La Roche - Posay Effaclar Medicated Gel Acne Face Wash with Salicylic Acid,883140000000.0,,16.99,LA ROCHE-POS,SKIN CARE - ACNE,6.76,114.8524,Walgreens,10.3318145813809
La Roche-Posay Effaclar Dermatological Acne Treatment System for Face Oil Free,883140000000.0,,33.99,LA ROCHE-POS,SKIN CARE - ACNE,1.0,33.99,Walgreens,20.988491666666665
"La Roche-Posay Anthelios Cooling Water-Lotion Sunscreen, SPF 30, 5 OZ",883140000000.0,28.49,37.99,LA ROCHE-POS,SUN CARE,5.0,189.95,CVS,23.056699999999978
"La Roche-Posay Anthelios Ultra-Light Fluid Mineral Tinted Face Sunscreen with APF 50 and Titanium Dioxide, 1.7 OZ",883140000000.0,28.49,37.99,LA ROCHE-POS,SUN CARE,1.7,64.583,CVS,22.77039999999998
La Roche-Posay Anthelios Sunscreen for Face SPF 50 Tinted,883140000000.0,28.49,37.99,LA ROCHE-POS,SUN CARE,1.7,64.583,Walgreens,22.77039999999998
La Roche-Posay Anthelios Sunscreen for Face SPF 50 Tinted,883140000000.0,28.49,37.99,LA ROCHE-POS,SUN CARE,1.7,64.583,Walgreens,22.77039999999998
"La Roche-Posay Anthelios Mineral Face Sunscreen Ultra-Light SPF 50, 2 OZ",883140000000.0,26.84,35.79,LA ROCHE-POS,SUN CARE,1.7,60.843,CVS,22.42993333333335
SunStaches Spiderman Lil' Characters Child's Sunglasses,878599000000.0,7.5,10.0,MABIS HEALTH,BABY PRODUCTS,1.0,10.0,Walgreens,5.503204166666666
Gargle Away Advanced Throat Care,869563000000.0,,8.99,NATURES JEAN,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,6.0,53.94,Walgreens,5.142238333333338
"BIOLYTE Electrolyte Drink, 16 oz, Tropical",867693000000.0,,3.49,BIOLYTE,WT CTL/NUTRITION - LIQ/POWDER,16.0,55.84,CVS,2.062436666666666
"BIOLYTE Electrolyte Drink, 16 oz",867693000000.0,,3.49,BIOLYTE,WT CTL/NUTRITION - LIQ/POWDER,16.0,55.84,CVS,2.062436666666666
"BIOLYTE Electrolyte Drink, 16 oz, Citrus",867693000000.0,,3.49,BIOLYTE,WT CTL/NUTRITION - LIQ/POWDER,16.0,55.84,CVS,2.062436666666666
Glucose SOS Oral Melts Cherry/ Pineapple,867469000000.0,,8.99,FIRST YEARS,WT CTL/NUTRITION - LIQ/POWDER,5.0,44.95,Walgreens,4.6896925
SmartGuard Anti-Snore Device,866330000000.0,,69.99,SMARTGUARD,UPPER RESPIRATORY - NASAL PRODUCTS,1.0,69.99,CVS,37.06741666666667
"EZC Pak 5-Day Tapered Immune Support Pack, 28 CT",865779000000.0,,17.99,PPC GROUP,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,28.0,503.72,CVS,10.381363333333338
Hero Cosmetics Mighty Patch Invisible+ Acne Patch,864475000000.0,,23.49,CHURCH/DWIGH,SKIN CARE - ACNE,39.0,916.11,CVS,12.062200000000002
"LOLLEEZ Organic Throat Soothing Kids Pops Watermelon, Strawberry, Orange Mango",864383000000.0,,8.49,J&J,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,15.0,127.35,Walgreens,5.27318333333333
Liquid I.V. Hydration Multiplier Electrolyte Drink Mix Lemon Lime,863737000000.0,,12.99,LIQUID IV,WT CTL/NUTRITION - LIQ/POWDER,0.5,6.495,Walgreens,7.337438849549145
Safer Lock Medication Lock Box,861121000000.0,,16.99,GATEKE INNOV,HOME HEALTH CARE,1.0,16.99,CVS,9.22444140109891
LOLLEEZ Organic Throat Soothing Pops For Kids,860444000000.0,,8.49,MABIS HEALTH,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,15.0,127.35,Walgreens,6.424799999999991
LOLLEEZ Organic Throat Soothing Pops For Kids,860444000000.0,,8.49,NOVA PHARM,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,15.0,127.35,Walgreens,5.0768833333333285
SneakPeek Early Gender Test,860009000000.0,,29.99,GATEWAY,SEXUAL WELLNESS,1.0,29.99,Walgreens,15.877629166666669
"Frilliance Moisturizing Lip Gloss, Pearly Y2K",860009000000.0,,13.49,UNIV NUTR,LIP CARE PRODUCTS,2.0,26.98,CVS,10.346309586400444
"Frilliance Moisturizing Lip Gloss, Crystal Clear",860009000000.0,,13.49,UNIV NUTR,LIP CARE PRODUCTS,1.0,13.49,CVS,10.346309586400444
"Frilliance Moisturizing Lip Gloss, Neutral Bliss",860007000000.0,,13.49,UNIV NUTR,LIP CARE PRODUCTS,1.0,13.49,CVS,10.346309586400444
Cure Hydration Electrolyte Mix,860002000000.0,11.99,13.99,PHARMAVITE,WT CTL/NUTRITION - LIQ/POWDER,0.27,3.7773,Walgreens,6.517233333333329
Modern Fertility Pregnancy Test,860001000000.0,,19.99,MABIS HEALTH,SEXUAL WELLNESS,4.0,79.96,Walgreens,10.821092751970252
Reserveage Collagen Replenish Capsules,859569000000.0,,39.99,TWINLAB CORP,"VITAMINS, MINERALS & SUPPLEMENTS",120.0,4798.8,CVS,22.858788888888874
Reserveage Collagen Replenish Chews,859569000000.0,,21.99,TWINLAB CORP,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1319.4,CVS,12.835760000000011
Miss Jessie's Baby Buttermilk,859220000000.0,19.19,23.99,BRIGGS,BABY PRODUCTS,8.5,203.915,Walgreens,14.997800000000014
UpSpring Fenugreek Lactation Supplement Capsules with Blessed Thistle for Breastfeeding,859188000000.0,,16.99,UPSPRING,"VITAMINS, MINERALS & SUPPLEMENTS",100.0,1699.0,Walgreens,10.16910341614907
UpSpring Fenugreek Lactation Supplement Capsules with Blessed Thistle for Breastfeeding,859188000000.0,,16.99,UPSPRING,"VITAMINS, MINERALS & SUPPLEMENTS",100.0,1699.0,Walgreens,10.16910341614907
UpSpring Fenugreek Lactation Supplement Capsules with Blessed Thistle for Breastfeeding,859188000000.0,,16.99,UPSPRING,"VITAMINS, MINERALS & SUPPLEMENTS",100.0,1699.0,Walgreens,10.16910341614907
