Description,UPC,Promo_Price,Retail_Price,List_Price,Manufacturer,Category,Count,Multiplier,Retailer
Sambucol Black Elderberry Immune Support Gummies,8.96116E+11,,14.79,8.24,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,30,443.7,CVS
"Sambucol Black Elderberry Throat Lozenges with Vitamin C, Zinc and Honey Elderberry",8.96116E+11,4.99,8.99,5.5,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,20,179.8,Walgreens
Sambucol Black Elderberry Kids Immune Support Syrup Berry,8.96116E+11,8.99,17.99,8.24,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4,71.96,Walgreens
"Jakemans Throat & Chest Lozenges Bag, 30CT",8.95164E+11,,3.99,2.21,BT REMEDIES,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,30,119.7,CVS
"Jakemans Throat & Chest Lozenges Box, 24CT, Cherry",8.95164E+11,,4.99,2.75,BT REMEDIES,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,24,119.76,CVS
"Jakemans Throat & Chest Lozenges Box, 24CT",8.95164E+11,,4.99,2.75,BT REMEDIES,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,24,119.76,CVS
"Prevagen Improves Memory Chewables, Mixed Berry Flavor, 30 CT",8.94047E+11,,42.99,28.5,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",30,1289.7,CVS
Prevagen Improves Memory Extra Strength 20mg,8.94047E+11,,60.49,36,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",30,1814.7,CVS
Prevagen Extra Strength Capsules,8.94047E+11,,59.99,36,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",30,1799.7,Walgreens
"Prevagen Brain Health Regular Strength Capsules, 60 CT",8.94047E+11,,74.99,54,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",60,4499.4,CVS
Prevagen Regular Strength Capsules,8.94047E+11,,74.99,54,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",60,4499.4,Walgreens
Prevagen Regular Strength 10mg -30ct,8.94047E+11,,42.99,28.5,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",30,1289.7,CVS
Prevagen Extra Strength Chewable Tablet Mixed Berry,8.94047E+11,,59.99,36,QUINCY BIO,"VITAMINS, MINERALS & SUPPLEMENTS",30,1799.7,Walgreens
Good Clean Love Almost Naked Personal Lubricant,8.93268E+11,,15.99,6.43,GOOD CLN LOV,SEXUAL WELLNESS,4,63.96,Walgreens
Good Clean Love Personal Lubricant,8.93268E+11,,14.99,6.43,GOOD CLN LOV,SEXUAL WELLNESS,3,44.97,Walgreens
"Theraworx Muscle Cramps Relief Spray, 7.1 OZ",8.93198E+11,,24.49,11.49,AVADIM TECHN,PAIN - ANALGESIC (EXTERNAL),7.1,173.879,CVS
Theraworx Muscle Spasm and Leg Cramp Relief Spray,8.93198E+11,,19.99,11.49,AVADIM TECHN,PAIN - ANALGESIC (EXTERNAL),7.1,141.929,Walgreens
"Theraworx Muscle Cramps Relief Foam, 7.1 OZ",8.93198E+11,,24.49,11.49,AVADIM TECHN,PAIN - ANALGESIC (EXTERNAL),7.1,173.879,CVS
Theraworx Muscle Cramp And Spasm Relief Foam,8.93198E+11,,19.99,11.49,AVADIM TECHN,PAIN - ANALGESIC (EXTERNAL),7.1,141.929,Walgreens
Theraworx Muscle Cramp And Spasm Relief Foam,8.93198E+11,,19.99,11.49,AVADIM TECHN,PAIN - ANALGESIC (EXTERNAL),7.1,141.929,Walgreens
"eos 100% Natural & Organic Lip Balm Sphere - Strawberry Sorbet, 0.25 OZ",8.92992E+11,,4.79,2.3,EOS PRODUCTS,LIP PREPARATIONS,0.25,1.1975,CVS
eos Natural & Organic Lip Balm Mint,8.92992E+11,,3.99,1.88,EOS PRODUCTS,LIP PREPARATIONS,1,3.99,Walgreens
eos Natural & Organic Lip Balm Vanilla,8.92992E+11,,3.99,1.88,EOS PRODUCTS,LIP PREPARATIONS,0.14,0.5586,Walgreens
"eos 100% Natural & Organic Lip Balm Sphere - Sweet Mint, 0.25 OZ",8.92992E+11,,4.79,2.3,EOS PRODUCTS,LIP PREPARATIONS,0.25,1.1975,CVS
"eos Shea Better 24H Moisture Shave Cream, Vanilla Bliss, 7 OZ",8.92992E+11,,5.29,3.1,EOS PRODUCTS,SHAVE - CREAMS,7,37.03,CVS
"EyeScience Macular Health Formula Advanced Ocular Vitamin Capsules, 60 CT",8.92828E+11,,38.49,16.49,BASIC BRANDS,"VITAMINS, MINERALS & SUPPLEMENTS",60,2309.4,CVS
"Clinere Earwax Cleaners, 10 CT",8.91531E+11,,9.99,5.6,QUEST PROD,EAR CARE PRODUCTS,10,99.9,CVS
Pink Silicone Personal Lubricant Unscented,8.91306E+11,,18.99,18.35,SUNBEAM,SEXUAL WELLNESS,4.7,89.253,Walgreens
Gun Oil Silicone Lubricant,8.91306E+11,,11.99,8.97,BEIERSDRF-JB,SEXUAL WELLNESS,2,23.98,Walgreens
"Bio-Oil Skincare Oil For Scars And Stretch Marks, Serum",8.91038E+11,,29.99,19.56,KAO BRANDS,SKIN CARE - HAND & BODY,6.7,200.933,Walgreens
"Bio-Oil Skincare Oil For Scars And Stretch Marks, Serum",8.91038E+11,,22.99,14.22,KAO BRANDS,SKIN CARE - HAND & BODY,4.2,96.558,Walgreens
"Bio-Oil Skincare Oil For Scars And Stretch Marks, Serum",8.91038E+11,,12.99,8.53,KAO BRANDS,SKIN CARE - HAND & BODY,2,25.98,Walgreens
"Bio-Oil Skincare Oil For Scars And Stretch Marks, Serum",8.91038E+11,,12.99,8.53,KAO BRANDS,SKIN CARE - HAND & BODY,2,25.98,Walgreens
Nopalina Flax Seed Plus Dietary Supplement Powder,8.90523E+11,,14.99,11.25,DURO-MED,WT CTL/NUTRITION - CANDY TABLETS,16,239.84,Walgreens
"Crest 3D Whitestrips Dental Whitening Kit, 1 Hour Express, 10 Treatments",8.89714E+11,,55.49,38.13,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,10,554.9,CVS
"Crest 3D White Daily Whitening Serum, Fresh Mint, 0.88 OZ",8.89714E+11,,35.49,23.43,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,1,35.49,CVS
"Crest 3D Whitestrips Dental Whitening Kit, Supreme Bright, 21 Treatments",8.89714E+11,,79.99,54.65,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,21,1679.79,CVS
"Crest 3D Whitestrips Dental Whitening Kit, Glamorous White, 14 Treatments",8.89714E+11,,43.29,31.33,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,14,606.06,CVS
Crest 3D Whitestrips Glamorous White Teeth Whitening Kit,8.89714E+11,,39.99,31.33,PROCTER&GMBL,ORAL CARE - TOOTHPASTE,1,39.99,Walgreens
"Lipo-Flavonoid Proactive Daily Ear Health Supplement Caplets, 30 CT",8.89477E+11,20.99,30.99,18.6,BRIDGES CONS,"VITAMINS, MINERALS & SUPPLEMENTS",30,929.7,CVS
"Lipo-Flavonoid Advanced Hearing Support Caplets for Hearing Decline, 30 CT",8.89477E+11,20.99,30.99,18.6,BRIDGES CONS,"VITAMINS, MINERALS & SUPPLEMENTS",30,929.7,CVS
Albolene Moisturizing Cleanser -Makeup Remover-Facial and Moisturizer Fragrance Free,8.89476E+11,,13.49,8.91,BRIDGES CONS,SKIN CARE - FACIAL,12,161.88,Walgreens
CharcoCaps Anti-Gas Capsules,8.89411E+11,,23.49,10.2,DSE HEALTHCR,DIGESTIVE - LOWER GI,100,2349,CVS
CharcoCaps Activated Charcoal Detox & Digestive Relief,8.89411E+11,,22.99,10.2,DSE HEALTHCR,DIGESTIVE - LOWER GI,100,2299,Walgreens
Celsius On-the-Go Powder Stick Packets Dragon Fruit Lime,8.89392E+11,,13.99,7.62,LOREAL,WT CTL/NUTRITION - LIQ/POWDER,14,195.86,Walgreens
Celsius On-the-Go Powder Stick Packets Kiwi Guava Lime,8.89392E+11,,13.99,5.9,BAYER INC,WT CTL/NUTRITION - LIQ/POWDER,14,195.86,Walgreens
Celsius Fitness Drink Sparkling Orange,8.89392E+11,,7.99,5.99,PHARMAVITE,WT CTL/NUTRITION - LIQ/POWDER,4,31.96,Walgreens
"Dr. Scholl's Men's Comfort and Energy Extra Support Insoles, Size 8-14",8.88854E+11,,23.79,10.77,SCHOLLS WLNS,FOOT CARE PRODUCTS,1,23.79,CVS
"Dr. Scholl's Liquid Plantar War Remover, 1.3OZ",8.88853E+11,,12.99,6.06,SCHOLLS WLNS,FOOT CARE PRODUCTS,0.33,4.2867,CVS
"Dr. Scholl's Prevent Pain Lower Body Protective Insoles, Women's 6-10, 1 Pair",8.88853E+11,,22.99,10.77,SCHOLLS WLNS,FOOT CARE PRODUCTS,1,22.99,CVS
"Dr. Scholl's Prevent Pain Lower Body Protective Insoles, Men's 8-14, 1 Pair",8.88853E+11,,22.99,10.77,SCHOLLS WLNS,FOOT CARE PRODUCTS,1,22.99,CVS
"Dr. Scholl's Plantar Wart Remover Hydrogel Bandage, 12 CT",8.88853E+11,,12.79,5.8,SCHOLLS WLNS,FIRST AID - TREATMENTS,12,153.48,CVS
"Dr. Scholl's Revitalize Recovery Insoles, Women's 6-10, 1 Pair",8.88853E+11,,22.99,10.77,SCHOLLS WLNS,FOOT CARE PRODUCTS,1,22.99,CVS
"Dr. Scholl's Instant Cool Athlete's Foot Treatment Spray, 5.3 OZ",8.88853E+11,,11.49,5,SCHOLLS WLNS,FOOT CARE PRODUCTS,5.3,60.897,CVS
"Dr. Scholl's Instant Cool Athlete's Foot Treatment Wipes, 60 CT",8.88853E+11,,19.79,8.9,SCHOLLS WLNS,FOOT CARE PRODUCTS,60,1187.4,CVS
Dr. Scholl's Moleskin Padding Roll,8.88853E+11,,7.49,3.71,SCHOLLS WLNS,FOOT CARE PRODUCTS,1,7.49,CVS
"Dr. Scholl's Dry, Cracked Foot Repair Ultra-Hydrating Foot Cream 3.5 oz",8.88853E+11,,9.29,4.25,SCHOLLS WLNS,FOOT CARE PRODUCTS,3.5,32.515,CVS
"Dr. Scholl's Odor X Probiotic Foot Spray, 4 OZ",8.88853E+11,,10.99,5.45,SCHOLLS WLNS,FOOT CARE PRODUCTS,4,43.96,CVS
Quest Nutrition Protein Bar Chocolate Peanut Butter,8.88849E+11,,3.49,1.68,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,1,3.49,Walgreens
Quest Nutrition Protein Bar Double Chocolate Chunk,8.88849E+11,,3.49,1.68,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,1,3.49,Walgreens
Quest Nutrition Protein Bar Chocolate Chip Cookie Dough,8.88849E+11,,3.49,1.68,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,2.12,7.3988,Walgreens
QuestBar Protein Bar Cookies & Cream,8.88849E+11,,3.49,1.68,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,2.12,7.3988,Walgreens
CURAD knee support with side stabilizers,8.88278E+11,,28.99,13.18,MEDLINE IND,FIRST AID - ACCESSORIES,1,28.99,CVS
CURAD Back Support with Low-friction pulley,8.88278E+11,,44.99,22.82,MEDLINE IND,FIRST AID - ACCESSORIES,1,44.99,CVS
"Medline Offset Handle Fashion Cane, Purple Design",8.88277E+11,,29.99,15.95,UNIV NUTR,HOME HEALTH CARE,1,29.99,CVS
"Medline Offset Handle Fashion Cane, Houndstooth",8.88277E+11,,29.99,13.75,UNIV NUTR,HOME HEALTH CARE,1,29.99,CVS
"Medline Offset Handle Fashion Cane, Baroque",8.88277E+11,,29.99,16.75,UNIV NUTR,HOME HEALTH CARE,1,29.99,CVS
CURAD + Back Support w/ Low-friction pulley,8.88277E+11,,44.99,20.79,MEDLINE IND,HOME HEALTH CARE,1,44.99,CVS
eReader Rocket Reading Glasses +2.50 Black,8.87661E+11,26.99,26.99,14.19,P&G-FAMILY,EYE CARE PRODUCTS,1,26.99,Walgreens
eReader Rocket Reading Glasses +2.00 Black,8.87661E+11,26.99,26.99,14.72,FIRST YEARS,EYE CARE PRODUCTS,1,26.99,Walgreens
"Foster Grant T23 Titanium Reading Glasses Gun Metal, Gun Metal",8.87661E+11,26.99,26.99,18.96,INVACARE,EYE CARE PRODUCTS,1,26.99,Walgreens
Mind Reader High Density Round Foam Roller Blue,8.8753E+11,,27.99,17,OMRON,HOME HEALTH CARE,1,27.99,Walgreens
"Benefiber Advanced Digestive Health Prebiotic Fiber Supplement Powder with Probiotics, 15 CT",8.86791E+11,,18.49,14.3,HALEON,DIGESTIVE - LOWER GI,15,277.35,CVS
Benefiber Chewable Prebiotic Fiber Chewable Tablets,8.86791E+11,,19.79,11.94,HALEON,DIGESTIVE - LOWER GI,100,1979,CVS
Benefiber Prebiotic Fiber Gummies for Digestive Health,8.8679E+11,,22.99,15.08,HALEON,DIGESTIVE - LOWER GI,81,1862.19,CVS
"Benefiber Fiber Supplement Powder Unflavored, 125 dose",8.8679E+11,,33.99,18.96,HALEON,DIGESTIVE - LOWER GI,17.6,598.224,Walgreens
"Benefiber Fiber Supplement Powder Unflavored, 62 dose",8.8679E+11,,19.99,11.94,HALEON,DIGESTIVE - LOWER GI,8.7,173.913,Walgreens
"Benefiber Daily Prebiotic Dietary Fiber Supplement Powder, Unflavored",8.8679E+11,,14.79,8.46,HALEON,DIGESTIVE - LOWER GI,38,562.02,CVS
"Slow Fe Slow Release Iron Supplement, 60 CT",8.8679E+11,,20.79,12.34,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",60,1247.4,CVS
Slow Fe Iron Supplement For Iron Deficiency,8.8679E+11,,18.99,12.34,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",60,1139.4,Walgreens
"Emergen-C Elderberry Gummies Immune Support, 36 CT",8.85899E+11,,15.49,10.28,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",36,557.64,CVS
Emergen-C Elderberry Immune Support Gummies,8.85899E+11,,18.99,10.28,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",36,683.64,Walgreens
"Emergen-C Immune+ Triple Action Immune Support Powder, 18 CT",8.85898E+11,,20.49,10.47,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",18,368.82,CVS
"Emergen-C Immune+ Triple Action Immune Support Gummies, 36 CT",8.85898E+11,,20.49,12.54,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",36,737.64,CVS
Emergen-C Immune+ Triple Action Powder Elderberry,8.85898E+11,,19.99,12.54,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",18,359.82,Walgreens
"Emergen-C Kidz Immune+ Gummy Excellent Elderberry, 44 CT",8.85898E+11,,19.79,12.54,HALEON,VITAMINS,44,870.76,CVS
"Emergen-C Kidz Immune+ Immune Support  Dietary Supplements, 44 CT",8.85898E+11,,19.79,12.54,HALEON,VITAMINS,44,870.76,CVS
"Emergen-C Immune+ Triple Action Immune Support Gummies, 45 CT",8.85898E+11,,20.49,10.47,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",45,922.05,CVS
Emergen-C With Vitamin D Dietary Supplement Super Orange,8.85898E+11,,19.99,10.47,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",45,899.55,Walgreens
"Emergen-C Immune+ with Vitamin D Chewable Tablets, 14 CT",8.85898E+11,,8.29,5.55,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",14,116.06,CVS
"Emergen-C Immune+ 1000mg Vitamin C Powder, 30 CT",8.85898E+11,,20.49,10.47,HALEON,"VITAMINS, MINERALS & SUPPLEMENTS",30,614.7,CVS
"NUK Fun Grips Hard Spout Sippy Cup, 10 OZ",8.85132E+11,,4.29,2.26,NUK USA,BABY PRODUCTS,1,4.29,CVS
CURAD Foam Stirrup Ankle Splints with Memory foam,8.84389E+11,,29.99,13.75,MEDLINE IND,HOME HEALTH CARE,1,29.99,CVS
CURAD + Back Support with Dual-Pulley System,8.84389E+11,,29.99,14,MEDLINE IND,HOME HEALTH CARE,1,29.99,CVS
Medline Bed Assist Bar,8.84389E+11,,51.99,26.45,MEDLINE IND,HOME HEALTH CARE,1,51.99,CVS
CURAD Tennis Elbow Compression Support Strap + Universal size,8.84389E+11,,9.99,4.91,MEDLINE IND,HOME HEALTH CARE,1,9.99,CVS
iSatori Energize Energy Pills,8.83488E+11,,14.99,13.2,HYGENIC CORP,WT CTL/NUTRITION - LIQ/POWDER,28,419.72,Walgreens
Pert Plus Classic Clean 2 in 1 Shampoo & Conditioner,8.83485E+11,,4.99,4.19,HRB BRANDS,HAIR CARE - SHAMPOO/CONDITIONER,25.4,126.746,Walgreens
La Roche-Posay Effaclar Clarifying Solution with Salicylic Acid Acne Toner,8.8314E+11,,16.99,10.19,LA ROCHE-POS,SKIN CARE - ACNE,6.76,114.8524,Walgreens
"La Roche-Posay Effaclar Medicated Gel Face Cleanser, 6.76 OZ",8.8314E+11,12.74,16.99,10.19,LA ROCHE-POS,SKIN CARE - ACNE,6.76,114.8524,CVS
La Roche - Posay Effaclar Medicated Gel Acne Face Wash with Salicylic Acid,8.8314E+11,,16.99,10.19,LA ROCHE-POS,SKIN CARE - ACNE,6.76,114.8524,Walgreens
La Roche-Posay Effaclar Dermatological Acne Treatment System for Face Oil Free,8.8314E+11,,33.99,20.39,LA ROCHE-POS,SKIN CARE - ACNE,1,33.99,Walgreens
"La Roche-Posay Anthelios Cooling Water-Lotion Sunscreen, SPF 30, 5 OZ",8.8314E+11,28.49,37.99,22.79,LA ROCHE-POS,SUN CARE,5,189.95,CVS
"La Roche-Posay Anthelios Ultra-Light Fluid Mineral Tinted Face Sunscreen with APF 50 and Titanium Dioxide, 1.7 OZ",8.8314E+11,28.49,37.99,22.79,LA ROCHE-POS,SUN CARE,1.7,64.583,CVS
La Roche-Posay Anthelios Sunscreen for Face SPF 50 Tinted,8.8314E+11,28.49,37.99,22.79,LA ROCHE-POS,SUN CARE,1.7,64.583,Walgreens
La Roche-Posay Anthelios Sunscreen for Face SPF 50 Tinted,8.8314E+11,28.49,37.99,22.79,LA ROCHE-POS,SUN CARE,1.7,64.583,Walgreens
"La Roche-Posay Anthelios Mineral Face Sunscreen Ultra-Light SPF 50, 2 OZ",8.8314E+11,26.84,35.79,22.19,LA ROCHE-POS,SUN CARE,1.7,60.843,CVS
SunStaches Spiderman Lil' Characters Child's Sunglasses,8.78599E+11,7.5,10,4.5,MABIS HEALTH,BABY PRODUCTS,1,10,Walgreens
Gargle Away Advanced Throat Care,8.69563E+11,,8.99,5.36,NATURES JEAN,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,6,53.94,Walgreens
"BIOLYTE Electrolyte Drink, 16 oz, Tropical",8.67693E+11,,3.49,1.85,BIOLYTE,WT CTL/NUTRITION - LIQ/POWDER,16,55.84,CVS
"BIOLYTE Electrolyte Drink, 16 oz",8.67693E+11,,3.49,1.85,BIOLYTE,WT CTL/NUTRITION - LIQ/POWDER,16,55.84,CVS
"BIOLYTE Electrolyte Drink, 16 oz, Citrus",8.67693E+11,,3.49,1.85,BIOLYTE,WT CTL/NUTRITION - LIQ/POWDER,16,55.84,CVS
Glucose SOS Oral Melts Cherry/ Pineapple,8.67469E+11,,8.99,4.07,FIRST YEARS,WT CTL/NUTRITION - LIQ/POWDER,5,44.95,Walgreens
SmartGuard Anti-Snore Device,8.6633E+11,,69.99,35,SMARTGUARD,UPPER RESPIRATORY - NASAL PRODUCTS,1,69.99,CVS
"EZC Pak 5-Day Tapered Immune Support Pack, 28 CT",8.65779E+11,,17.99,10,PPC GROUP,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,28,503.72,CVS
Hero Cosmetics Mighty Patch Invisible+ Acne Patch,8.64475E+11,,23.49,12.34,CHURCH/DWIGH,SKIN CARE - ACNE,39,916.11,CVS
"LOLLEEZ Organic Throat Soothing Kids Pops Watermelon, Strawberry, Orange Mango",8.64383E+11,,8.49,4.96,J&J,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,15,127.35,Walgreens
Liquid I.V. Hydration Multiplier Electrolyte Drink Mix Lemon Lime,8.63737E+11,,12.99,7.5,LIQUID IV,WT CTL/NUTRITION - LIQ/POWDER,0.5,6.495,Walgreens
Safer Lock Medication Lock Box,8.61121E+11,,16.99,9.19,GATEKE INNOV,HOME HEALTH CARE,1,16.99,CVS
LOLLEEZ Organic Throat Soothing Pops For Kids,8.60444E+11,,8.49,7.9,MABIS HEALTH,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,15,127.35,Walgreens
LOLLEEZ Organic Throat Soothing Pops For Kids,8.60444E+11,,8.49,4.53,NOVA PHARM,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,15,127.35,Walgreens
SneakPeek Early Gender Test,8.60009E+11,,29.99,15,GATEWAY,SEXUAL WELLNESS,1,29.99,Walgreens
"Frilliance Moisturizing Lip Gloss, Pearly Y2K",8.60009E+11,,13.49,9.49,UNIV NUTR,LIP CARE PRODUCTS,2,26.98,CVS
"Frilliance Moisturizing Lip Gloss, Crystal Clear",8.60009E+11,,13.49,9.49,UNIV NUTR,LIP CARE PRODUCTS,1,13.49,CVS
"Frilliance Moisturizing Lip Gloss, Neutral Bliss",8.60007E+11,,13.49,13.18,UNIV NUTR,LIP CARE PRODUCTS,1,13.49,CVS
Cure Hydration Electrolyte Mix,8.60002E+11,11.99,13.99,5.88,PHARMAVITE,WT CTL/NUTRITION - LIQ/POWDER,0.27,3.7773,Walgreens
Modern Fertility Pregnancy Test,8.60001E+11,,19.99,10.9,MABIS HEALTH,SEXUAL WELLNESS,4,79.96,Walgreens
Reserveage Collagen Replenish Capsules,8.59569E+11,,39.99,23.99,TWINLAB CORP,"VITAMINS, MINERALS & SUPPLEMENTS",120,4798.8,CVS
Reserveage Collagen Replenish Chews,8.59569E+11,,21.99,13.45,TWINLAB CORP,"VITAMINS, MINERALS & SUPPLEMENTS",60,1319.4,CVS
Miss Jessie's Baby Buttermilk,8.5922E+11,19.19,23.99,11.9,BRIGGS,BABY PRODUCTS,8.5,203.915,Walgreens
UpSpring Fenugreek Lactation Supplement Capsules with Blessed Thistle for Breastfeeding,8.59188E+11,,16.99,10.49,UPSPRING,"VITAMINS, MINERALS & SUPPLEMENTS",100,1699,Walgreens
UpSpring Fenugreek Lactation Supplement Capsules with Blessed Thistle for Breastfeeding,8.59188E+11,,16.99,10.49,UPSPRING,"VITAMINS, MINERALS & SUPPLEMENTS",100,1699,Walgreens
UpSpring Fenugreek Lactation Supplement Capsules with Blessed Thistle for Breastfeeding,8.59188E+11,,16.99,10.49,UPSPRING,"VITAMINS, MINERALS & SUPPLEMENTS",100,1699,Walgreens
Navage Saltpod,8.58492E+11,,21.99,13.64,3M CONSUMER,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,60,1319.4,Walgreens
Navage Saltpod,8.58492E+11,,21.99,11.97,NOVA PHARM,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,60,1319.4,Walgreens
Navage SaltPods Original Sea Salt,8.58492E+11,,13.99,9,USA LABS,UPPER RESPIRATORY - NASAL PRODUCTS,30,419.7,Walgreens
"Zarbee's Children's Sleep Liquid with Melatonin Mixed Berry, Fragrance-Free",8.58438E+11,,12.99,6.34,ZARBEES INC,SLEEPING REMEDIES,1,12.99,Walgreens
"Zarbee's Children's Sleep Liquid with Melatonin Mixed Berry, Fragrance-Free",8.58438E+11,,12.99,6.34,ZARBEES INC,SLEEPING REMEDIES,1,12.99,Walgreens
"Zarbee's Children's Sleep Liquid with Melatonin Mixed Berry, Fragrance-Free",8.58438E+11,,12.99,6.34,ZARBEES INC,SLEEPING REMEDIES,1,12.99,Walgreens
"Zarbee's Naturals Children's Sleep with Melatonin Chewable Tablets, Grape, 50 CT",8.58438E+11,,16.49,8.43,ZARBEES INC,SLEEPING REMEDIES,50,824.5,CVS
Zarbee's Baby Chest Rub,8.58438E+11,4.29,9.79,5.06,ZARBEES INC,UPPER RESPIRATORY - EXTERNAL,1.5,14.685,Walgreens
Zarbee's Baby Chest Rub,8.58438E+11,4.29,9.79,5.06,ZARBEES INC,UPPER RESPIRATORY - EXTERNAL,1.5,14.685,Walgreens
"Zarbee's Children's Sleep Gummies with Melatonin Berry, Fragrance-Free",8.58438E+11,,21.99,11.15,ZARBEES INC,SLEEPING REMEDIES,50,1099.5,Walgreens
"Zarbee's Baby Soothing Chest Rub, Eucalyptus, Lavender & Beeswax, 1.5 OZ",8.58438E+11,,10.49,5.06,ZARBEES INC,UPPER RESPIRATORY - EXTERNAL,1.5,15.735,CVS
"Zarbee's Baby Soothing Chest Rub, Eucalyptus & Lavender Fragrance-Free",8.58438E+11,,8.49,5.06,ZARBEES INC,UPPER RESPIRATORY - EXTERNAL,1.5,12.735,Walgreens
"Zarbee's Baby Soothing Chest Rub, Eucalyptus & Lavender Fragrance-Free",8.58438E+11,,8.49,5.06,ZARBEES INC,UPPER RESPIRATORY - EXTERNAL,1.5,12.735,Walgreens
"Zarbee's Baby Soothing Chest Rub, Eucalyptus & Lavender Fragrance-Free",8.58438E+11,,8.49,5.06,ZARBEES INC,UPPER RESPIRATORY - EXTERNAL,1.5,12.735,Walgreens
Zarbee's Baby Vitamin D Supplement Fragrance-Free,8.58438E+11,,13.49,8.91,ZARBEES INC,VITAMINS,0.47,6.3403,Walgreens
OLLY Teen Girl Multi Gummies,8.58158E+11,,15.99,8.67,OLLY PBC,VITAMINS,70,1119.3,Walgreens
OLLY Teen Girl Multi Gummies,8.58158E+11,,15.99,8.67,OLLY PBC,VITAMINS,70,1119.3,Walgreens
"OLLY Probiotic Gummy, 1 Billion CFUs, Chewable Probiotic Supplement, Bramble Berry, 80CT",8.58158E+11,,20.49,11.99,OLLY PBC,DIGESTIVE - LOWER GI,80,1639.2,CVS
"OLLY Happy Hoo-Ha, Women's Probiotic Capsule Supplement, 30CT",8.58158E+11,,22.99,12.39,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",25,574.75,CVS
OLLY Happy Hoo-Ha,8.58158E+11,,24.99,12.39,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",25,624.75,Walgreens
"OLLY Goodbye Stress Gummies, Berry Verbena",8.58158E+11,,15.99,8.67,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",42,671.58,CVS
"OLLY Daily Energy Gummies, 60 CT",8.58158E+11,,15.99,8.67,OLLY PBC,VITAMINS,60,959.4,CVS
OLLY Daily Energy Vitamin B12 Dietary Supplement Tropical Passion,8.58158E+11,,15.99,8.67,OLLY PBC,VITAMINS,60,959.4,Walgreens
"Olly Kids Mighty Immunity Gummies Cherry Berry, 50CT",8.58158E+11,,15.99,8.67,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",50,799.5,CVS
OLLY Kids Immunity Gummies,8.58158E+11,,15.99,8.67,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",50,799.5,Walgreens
OLLY Kids Immunity Gummies,8.58158E+11,,15.99,8.67,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",50,799.5,Walgreens
"Olly Probiotic 50CT, Tropical Mango",8.58158E+11,,15.99,8.67,OLLY PBC,DIGESTIVE - LOWER GI,50,799.5,CVS
OLLY Probiotic Gummies Tropical Mango,8.58158E+11,,15.99,8.67,OLLY PBC,DIGESTIVE - LOWER GI,50,799.5,Walgreens
"Olly Sleep Vitamin 50CT, Blackberry Zen",8.58158E+11,,15.99,8.67,OLLY PBC,SLEEPING REMEDIES,50,799.5,CVS
